app_id,game_title,developer,reviews_collected,pages_collected,request_failed
6761760135,Meowdoku!,Oakever Games,50,0,False
6748084174,Smash Fest!,Flow Games Bilisim Yazilim ve Pazarlama Anonim Sirketi,50,0,False
6752672568,Block Out! - Color Sort Puzzle,Grand Games A.Ş.,50,0,False
6759763476,Bus Traffic Fever!,"GOODROID,Inc.",50,0,False
431946152,Roblox,Roblox Corporation,50,0,False
6499209744,Magic Sort!,Grand Games A.Ş.,50,0,False
6468921495,Vita Mahjong,Vita Studio,50,0,False
1617391485,Block Blast！,Hungry Studio,50,0,False
638689075,Township,Playrix,50,0,False
6443575749,Whiteout Survival,Century Games Pte. Ltd.,50,0,False
6780195090,82-0.com,Vaulty Studios Inc.,50,0,False
6483539426,Fortnite,Epic Games Inc.,50,0,False
6471045672,Tasty Travels: Merge Game,Century Games Pte. Ltd.,50,0,False
6748397500,Arrows – Puzzle Escape,Lessmore GmbH,50,0,False
6751056652,Pixel Flow!,Loom Games Oyun Yazilim ve Pazarlama Anonim Sirketi,50,0,False
1621328561,MONOPOLY GO!,"Scopely, Inc.",50,0,False
1482155847,Royal Match,Dream Games,50,0,False
6748950306,Solitaire Associations Journey,Hitapps Games LTD,50,0,False
6739554056,Kingshot,Century Games Pte. Ltd.,50,0,False
512939461,Subway Surfers,Sybo Games ApS,50,0,False
1623318294,Gossip Harbor®: Merge & Story,Microfun Limited,50,0,False
1608987929,Triumph Arcade,Triumph Arcade,50,0,False
6756058501,Jelly Busters: Puzzle Game,Moon Active,0,0,False
6759081967,Jewel Coloring,Ta Ta Game Technology Limited,50,0,False
1443446174,Magic Tiles 3™: Piano Game,Amanotes Pte. Ltd.,50,0,False
1606549505,Royal Kingdom,Dream Games,50,0,False
1287282214,Call of Duty®: Mobile,"Activision Publishing, Inc.",50,0,False
6758326278,Amaze GO!,Oakever Games,50,0,False
1351168404,Among Us!,InnerSloth LLC,50,0,False
6746328263,Castle Busters,Voodoo,50,0,False
6745120053,Imposter Game - Party Edition,Sven Vucak,50,0,False
6747492600,Mahjong Blast,Nebula Studio,50,0,False
6769314786,Food Hunt: Pixel Puzzle,FUNFINITY PTE. LTD,50,0,False
6755455500,Hollywood Merge,VoyagerOne,50,0,False
6760325543,CubeAway - 3DPuzzle,"GOODROID,Inc.",50,0,False
6760377931,Mahjong Rumble: Win Real Cash,Aviagames Inc.,50,0,False
6744304405,Cider Casino - Real Money,Mystic Mirror Studio Limited,50,0,False
1423046460,Paper.io 2,Voodoo,50,0,False
543186831,8 Ball Pool™,Miniclip.com,50,0,False
553834731,Candy Crush Saga,King,50,0,False
6742809194,Warline: Sniper Strike,Powerfantasy,50,0,False
6738109752,Tiles Survive!,FunPlus International AG,50,0,False
6780891673,Royal Smash! - Physics Puzzle,Cypher Games,50,0,False
6756288168,Cookingo: Perfect Meal,Higame Global Limited,50,0,False
1446254576,Solitaire Cash: Win Real Money,Papaya Gaming,50,0,False
6756482832,Brain Puzzle 3: Crazy Mind,SmallStep Dev Team,50,0,False
1389111413,Hole.io,Voodoo,50,0,False
6746437378,Tang Luck: Casino Slots,SpinShift Limited,50,0,False
1522266397,Bingo Cash - Win Real Money,Papaya Gaming,50,0,False
1094591345,Pokémon GO,"Scopely Explore, Inc.",50,0,False
1094930513,EA SPORTS FC Soccer Mobile 26,Electronic Arts,50,0,False
6503697761,Playtest Pro by BestPlay,Bestplay Systems,50,0,False
6751794501,Cash Avalanche:Casino Slot,"RELLGO, INC.",50,0,False
6448104157,Offline Games - No Wifi Games,Moreno Maio,50,0,False
6762178742,Grand Fortune Club,EverPrime Futures Inc.,50,0,False
6670441558,Dark War:Survival,Omnilojo Pte Ltd,50,0,False
6753862216,Foodstars: Merge & Cook,Happibits,50,0,False
6744975195,Sled Surfers,Crazy Labs,50,0,False
1562817072,Mob Control,Voodoo,50,0,False
6449094229,Match Factory!,Peak Games,50,0,False
6756185760,Search It - Hidden Objects,LEAP BILISIM TEKNOLOJILERI VE YAZILIM TICARET ANONIM SIRKETI,50,0,False
6779167923,Colony Flow!,ABI GLOBAL LTD.,50,0,False
6768564100,Bruno Reels Casino,EverPrime Futures Inc.,50,0,False
1197961218,Fillwords: Word Search Puzzles,MALPA GAMES,50,0,False
880047117,Angry Birds 2,Rovio Entertainment Oyj,50,0,False
1176027022,Toon Blast,Peak Games,50,0,False
1465731199,2 Player Games : Offline Games,Moreno Maio,50,0,False
1193508329,Sudoku.com - Number Games,Easybrain Ltd,50,0,False
6756989323,Last Asylum: Plague,WISENESS GAME ONLINE INTERNATIONAL LTD,50,0,False
329218549,Chess.com - Play and Learn,Chess.com,50,0,False
6757154335,Cube Land Puzzle Game,Rotatelab,50,0,False
1229016807,Brawl Stars,Supercell,0,0,False
1053012308,Clash Royale,Supercell,50,0,False
6446197181,Glow Fashion Idol,Crazy Labs,50,0,False
1330123889,PUBG MOBILE,Tencent Mobile International Limited,50,0,False
6498883328,Tile Explorer: Tiles Clear!,Oakever Games,50,0,False
6760998152,Family Farm Merge,Century Games Innovation Pte. Ltd.,50,0,False
1207472156,Wordscapes - Word Game,"PeopleFun, Inc.",50,0,False
6482849843,Goods Puzzle: Sort Challenge,FALCON GAMES,50,0,False
6741567125,Clash of Critters,Farlight Games,50,0,False
6755495631,Packz,Packz,50,0,False
6759412341,EA College Football Mobile 27,Electronic Arts,50,0,False
6784602967,Stack Smash - 3D Puzzle Game,Tripledot Studios,50,0,False
6740618570,XP Hero,"Supercent, Inc.",50,0,False
6761469046,Rap Star:Idle Clicker,聪 马,50,0,False
698255242,Geometry Dash Lite,RobTop Games AB,50,0,False
6779310326,Coin Collector!,Venturesis Teknoloji Anonim Sirketi,50,0,False
1597760047,OneState RP: Role Play Online,CHILLBASE LTD,50,0,False
1595314851,Lamar - Idle Vlogger,Crazy Labs,50,0,False
6744812012,X-Clash: Survival Challenge,9z Games(HK),50,0,False
529479190,Clash of Clans,Supercell,50,0,False
6751537447,Snake Puzzle: Slither to Eat!,Superboost Soft Limited,50,0,False
6738114176,Stake US - Casino & Slots,Sweepsteaks Limited,50,0,False
1660171117,Zen Word® - Relax Puzzle Game,Oakever Games,50,0,False
6479970832,Pokémon TCG Pocket,The Pokemon Company,50,0,False
6758138698,Car Sort: Color Puzzle,Rollic Games,50,0,False
6743385713,Wool Crush™-Escape Traffic Jam,Astrasen Global,50,0,False
1105855019,Gardenscapes,Playrix,50,0,False
6477413486,Level Devil - NOT A Troll Game,WebVentures B.V.,50,0,False
1117270703,eFootball™,KONAMI,50,0,False
479516143,Minecraft: Play with Friends!,Mojang,50,0,False
623592465,Heads Up!,Warner Bros.,50,0,False
625334537,Geometry Dash,RobTop Games AB,50,0,False
525818839,Plague Inc.,Ndemic Creations,50,0,False
6753077755,How Many Dudes?,"Butterscotch Shenanigans, Inc.",27,1,False
1118115766,Bloons TD 6,Ninja Kiwi,50,0,False
6502453075,Balatro,Playstack Ltd,50,0,False
1596736236,Red's First Flight,Rovio Entertainment Oyj,50,0,False
1406710800,Stardew Valley,ConcernedApe,50,0,False
1477966166,MONOPOLY: The Board Game,Marmalade Game Studio,50,0,False
912536422,Five Nights at Freddy's,CLICKTEAM LLC USA,50,0,False
6758328352,Scritchy Scratchy,Funday Games ApS,50,0,False
824305459,Papa's Freezeria To Go!,Flipline Studios,50,0,False
763692274,Grand Theft Auto: San Andreas,Rockstar Games,50,0,False
640364616,Terraria,"505 Games (US), Inc.",50,0,False
1093131935,Incredibox,So Far So Good,50,0,False
1491530147,Slay the Spire,Balor Games,50,0,False
941143328,Five Nights at Freddy's 2,CLICKTEAM LLC USA,50,0,False
575154654,Pou,Zakeh Limited,50,0,False
1631859420,After Inc.,Ndemic Creations,50,0,False
6714479204,Lowriders Comeback: Boulevard,Oleh Chernykh,50,0,False
891194610,Earn to Die 2,Not Doppler,50,0,False
6754894237,CloverPit,Future Friends Games,50,0,False
1023146677,Five Nights at Freddy's 4,CLICKTEAM LLC USA,50,0,False
563718995,Bloons TD 5,Ninja Kiwi,50,0,False
6748056918,Farming Simulator 26 Mobile,GIANTS Software GmbH,50,0,False
6740349587,Backyard Baseball '01,Playground Productions LLC,50,0,False
449735650,Where's My Water?,Disney,50,0,False
925494667,Papa's Pizzeria To Go!,Flipline Studios,50,0,False
1444761746,RFS - Real Flight Simulator,RORTOS SRL,50,0,False
549105915,True Skate,True Axis,50,0,False
1479608271,Arcadia - Watch Games,Raffaele D'Amato,50,0,False
600626116,Papa's Burgeria To Go!,Flipline Studios,50,0,False
6746919411,Nubby's Number Factory,MogDogBlog Productions,50,0,False
935216956,"Papers, Please",3909,50,0,False
454086751,Flick Home Run !,infinity pocket,50,0,False
1361473095,MuseDash,peropero,50,0,False
1512751689,The Game of Life 2,Marmalade Game Studio,50,0,False
1504952058,Papa's Sushiria To Go!,Flipline Studios,0,0,False
6463616555,Ticket to Ride®,Marmalade Game Studio,50,0,False
