app_id,title,developer,release_date,primary_genre,genres,artwork_url,app_store_url,chart_type,chart_position,country,snapshot_date,source_url
6471045672,Tasty Travels: Merge Game,Century Games Pte. Ltd.,"April 11, 2024",Games,Games,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/d7/23/4f/d7234f4d-5ec1-9e4d-2cdc-33915438ccba/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,https://apps.apple.com/us/app/tasty-travels-merge-game/id6471045672?uo=2,top_free,14,US,2026-08-07,https://itunes.apple.com/us/rss/topfreeapplications/limit=100/genre=6014/json
1623318294,Gossip Harbor®: Merge & Story,Microfun Limited,"July 7, 2022",Games,Games,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/c8/f1/39/c8f13920-a7db-01ed-f72c-d0a07478515a/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,https://apps.apple.com/us/app/gossip-harbor-merge-story/id1623318294?uo=2,top_free,15,US,2026-08-07,https://itunes.apple.com/us/rss/topfreeapplications/limit=100/genre=6014/json
6748950306,Solitaire Associations Journey,Hitapps Games LTD,"September 11, 2025",Games,Games,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/3e/9e/1c/3e9e1c51-fee7-203f-a4df-ce86f6a964a5/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,https://apps.apple.com/us/app/solitaire-associations-journey/id6748950306?uo=2,top_free,16,US,2026-08-07,https://itunes.apple.com/us/rss/topfreeapplications/limit=100/genre=6014/json
6443575749,Whiteout Survival,Century Games Pte. Ltd.,"February 12, 2023",Games,Games,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/00/4e/1c/004e1c54-f26a-10ac-800b-4bd3c04a4d53/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,https://apps.apple.com/us/app/whiteout-survival/id6443575749?uo=2,top_free,17,US,2026-08-07,https://itunes.apple.com/us/rss/topfreeapplications/limit=100/genre=6014/json
6742809194,Warline: Sniper Strike,Powerfantasy,"July 22, 2026",Games,Games,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/15/a2/a3/15a2a34a-6755-083a-fd6d-2b4cfd188aff/AppIcon-Global-0-0-1x_U007epad-0-1-85-220.png/100x100bb.png,https://apps.apple.com/us/app/warline-sniper-strike/id6742809194?uo=2,top_free,18,US,2026-08-07,https://itunes.apple.com/us/rss/topfreeapplications/limit=100/genre=6014/json
6751056652,Pixel Flow!,Loom Games Oyun Yazilim ve Pazarlama Anonim Sirketi,"August 17, 2025",Games,Games,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/1d/42/f1/1d42f104-d58e-afd1-3111-20c8f70e8f10/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,https://apps.apple.com/us/app/pixel-flow/id6751056652?uo=2,top_free,19,US,2026-08-07,https://itunes.apple.com/us/rss/topfreeapplications/limit=100/genre=6014/json
1482155847,Royal Match,Dream Games,"February 25, 2021",Games,Games,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/bf/00/76/bf0076c8-d6d1-d404-e895-0848a066e0a2/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,https://apps.apple.com/us/app/royal-match/id1482155847?uo=2,top_free,20,US,2026-08-07,https://itunes.apple.com/us/rss/topfreeapplications/limit=100/genre=6014/json
1621328561,MONOPOLY GO!,"Scopely, Inc.","April 11, 2023",Games,Games,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/a1/f3/fc/a1f3fcfc-1189-6c59-93e6-2163adaba1f1/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,https://apps.apple.com/us/app/monopoly-go/id1621328561?uo=2,top_free,21,US,2026-08-07,https://itunes.apple.com/us/rss/topfreeapplications/limit=100/genre=6014/json
1608987929,Triumph Arcade,Triumph Arcade,"February 22, 2022",Games,Games,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/6d/0e/47/6d0e4750-c5f8-23d8-94e9-627ef6aec86a/AppIcon-0-0-1x_U007emarketing-0-7-0-85-220.png/100x100bb.png,https://apps.apple.com/us/app/triumph-arcade/id1608987929?uo=2,top_free,22,US,2026-08-07,https://itunes.apple.com/us/rss/topfreeapplications/limit=100/genre=6014/json
6739554056,Kingshot,Century Games Pte. Ltd.,"February 22, 2025",Games,Games,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/54/70/e5/5470e57a-21ef-2bce-6ef2-87fb86a8bc36/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,https://apps.apple.com/us/app/kingshot/id6739554056?uo=2,top_free,23,US,2026-08-07,https://itunes.apple.com/us/rss/topfreeapplications/limit=100/genre=6014/json
6758326278,Amaze GO!,Oakever Games,"February 13, 2026",Games,Games,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/bb/9a/43/bb9a435c-bde2-e86e-f0fb-f265b472512d/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,https://apps.apple.com/us/app/amaze-go/id6758326278?uo=2,top_free,24,US,2026-08-07,https://itunes.apple.com/us/rss/topfreeapplications/limit=100/genre=6014/json
6755455500,Hollywood Merge,VoyagerOne,"February 27, 2026",Games,Games,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/9a/fc/fd/9afcfdd1-b735-e632-c54b-01c9240357f8/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,https://apps.apple.com/us/app/hollywood-merge/id6755455500?uo=2,top_free,25,US,2026-08-07,https://itunes.apple.com/us/rss/topfreeapplications/limit=100/genre=6014/json
6756058501,Jelly Busters: Puzzle Game,Moon Active,"January 26, 2026",Games,Games,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/a1/8c/70/a18c709e-20e6-e5dc-2313-93b3c2ad469f/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,https://apps.apple.com/us/app/jelly-busters-puzzle-game/id6756058501?uo=2,top_free,26,US,2026-08-07,https://itunes.apple.com/us/rss/topfreeapplications/limit=100/genre=6014/json
1606549505,Royal Kingdom,Dream Games,"November 21, 2024",Games,Games,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/f9/d0/a8/f9d0a820-63f0-0a79-1f58-48dbae66c0ff/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,https://apps.apple.com/us/app/royal-kingdom/id1606549505?uo=2,top_free,27,US,2026-08-07,https://itunes.apple.com/us/rss/topfreeapplications/limit=100/genre=6014/json
512939461,Subway Surfers,Sybo Games ApS,"May 24, 2012",Games,Games,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/c3/a4/a1/c3a4a166-6089-b52c-bd31-50e10eeff721/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,https://apps.apple.com/us/app/subway-surfers/id512939461?uo=2,top_free,28,US,2026-08-07,https://itunes.apple.com/us/rss/topfreeapplications/limit=100/genre=6014/json
6744304405,Cider Casino - Real Money,Mystic Mirror Studio Limited,"September 25, 2025",Games,Games,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/ad/ba/0e/adba0eaa-f494-6f73-8583-fe4bca109de1/AppIcon-0-0-1x_U007epad-0-11-0-85-220.png/100x100bb.png,https://apps.apple.com/us/app/cider-casino-real-money/id6744304405?uo=2,top_free,29,US,2026-08-07,https://itunes.apple.com/us/rss/topfreeapplications/limit=100/genre=6014/json
6760325543,CubeAway - 3DPuzzle,"GOODROID,Inc.","March 13, 2026",Games,Games,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/bc/c3/64/bcc364aa-74dd-504a-be7a-1a3dc0d90471/AppIcon-1x_U007emarketing-0-8-0-85-220-0.png/100x100bb.png,https://apps.apple.com/us/app/cubeaway-3dpuzzle/id6760325543?uo=2,top_free,30,US,2026-08-07,https://itunes.apple.com/us/rss/topfreeapplications/limit=100/genre=6014/json
6747492600,Mahjong Blast,Nebula Studio,"June 24, 2025",Games,Games,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/03/b8/27/03b82729-b897-2e8f-87dc-d7bb429dc83b/AppIcon-0-0-1x_U007epad-0-11-0-85-220.png/100x100bb.png,https://apps.apple.com/us/app/mahjong-blast/id6747492600?uo=2,top_free,31,US,2026-08-07,https://itunes.apple.com/us/rss/topfreeapplications/limit=100/genre=6014/json
1351168404,Among Us!,InnerSloth LLC,"July 25, 2018",Games,Games,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/57/dc/f8/57dcf861-9c14-e964-6f5b-09f8c4fff8d2/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,https://apps.apple.com/us/app/among-us/id1351168404?uo=2,top_free,32,US,2026-08-07,https://itunes.apple.com/us/rss/topfreeapplications/limit=100/genre=6014/json
6746437378,Tang Luck: Casino Slots,SpinShift Limited,"July 24, 2025",Games,Games,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/09/bf/9e/09bf9e82-b161-fe43-5ab9-d782c834d1d2/AppIcon-0-0-1x_U007emarketing-0-9-0-85-220.png/100x100bb.png,https://apps.apple.com/us/app/tang-luck-casino-slots/id6746437378?uo=2,top_free,33,US,2026-08-07,https://itunes.apple.com/us/rss/topfreeapplications/limit=100/genre=6014/json
1287282214,Call of Duty®: Mobile,"Activision Publishing, Inc.","September 30, 2019",Games,Games,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/62/09/3c/62093c33-07fa-9c35-084e-81f717e1b16f/AppIcon-0-0-1x_U007emarketing-0-10-0-85-220.png/100x100bb.png,https://apps.apple.com/us/app/call-of-duty-mobile/id1287282214?uo=2,top_free,34,US,2026-08-07,https://itunes.apple.com/us/rss/topfreeapplications/limit=100/genre=6014/json
6769314786,Food Hunt: Pixel Puzzle,FUNFINITY PTE. LTD,"May 14, 2026",Games,Games,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/e9/9a/59/e99a592a-289f-a295-4531-72cd56ad731f/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,https://apps.apple.com/us/app/food-hunt-pixel-puzzle/id6769314786?uo=2,top_free,35,US,2026-08-07,https://itunes.apple.com/us/rss/topfreeapplications/limit=100/genre=6014/json
1446254576,Solitaire Cash: Win Real Money,Papaya Gaming,"December 28, 2018",Games,Games,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/e4/7a/8b/e47a8be3-3171-9fa1-3399-2fe5af1480d3/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,https://apps.apple.com/us/app/solitaire-cash-win-real-money/id1446254576?uo=2,top_free,36,US,2026-08-07,https://itunes.apple.com/us/rss/topfreeapplications/limit=100/genre=6014/json
1443446174,Magic Tiles 3™: Piano Game,Amanotes Pte. Ltd.,"December 15, 2018",Games,Games,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/d1/cc/6e/d1cc6ea3-fd2b-51d2-1bff-891567952a42/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,https://apps.apple.com/us/app/magic-tiles-3-piano-game/id1443446174?uo=2,top_free,37,US,2026-08-07,https://itunes.apple.com/us/rss/topfreeapplications/limit=100/genre=6014/json
6746328263,Castle Busters,Voodoo,"May 26, 2025",Games,Games,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/9f/e3/74/9fe374cd-facb-9f3b-4909-7bd94650693a/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,https://apps.apple.com/us/app/castle-busters/id6746328263?uo=2,top_free,38,US,2026-08-07,https://itunes.apple.com/us/rss/topfreeapplications/limit=100/genre=6014/json
6756482832,Brain Puzzle 3: Crazy Mind,SmallStep Dev Team,"December 20, 2025",Games,Games,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/9c/fd/f5/9cfdf565-9707-660b-0687-e46b660c2d53/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,https://apps.apple.com/us/app/brain-puzzle-3-crazy-mind/id6756482832?uo=2,top_free,39,US,2026-08-07,https://itunes.apple.com/us/rss/topfreeapplications/limit=100/genre=6014/json
6760377931,Mahjong Rumble: Win Real Cash,Aviagames Inc.,"April 14, 2026",Games,Games,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/5a/e1/3c/5ae13ccb-c834-90a0-6a4a-8562087a8f9b/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,https://apps.apple.com/us/app/mahjong-rumble-win-real-cash/id6760377931?uo=2,top_free,40,US,2026-08-07,https://itunes.apple.com/us/rss/topfreeapplications/limit=100/genre=6014/json
1522266397,Bingo Cash - Win Real Money,Papaya Gaming,"June 1, 2021",Games,Games,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/91/4f/30/914f302f-75af-4575-361e-ef7ae8f24d26/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,https://apps.apple.com/us/app/bingo-cash-win-real-money/id1522266397?uo=2,top_free,41,US,2026-08-07,https://itunes.apple.com/us/rss/topfreeapplications/limit=100/genre=6014/json
6756288168,Cookingo: Perfect Meal,Higame Global Limited,"December 16, 2025",Games,Games,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/63/78/d0/6378d001-2ab2-5210-8ef2-23ae533de30a/AppIcon-1x_U007emarketing-0-8-0-85-220-0.png/100x100bb.png,https://apps.apple.com/us/app/cookingo-perfect-meal/id6756288168?uo=2,top_free,42,US,2026-08-07,https://itunes.apple.com/us/rss/topfreeapplications/limit=100/genre=6014/json
6759412341,EA College Football Mobile 27,Electronic Arts,"July 9, 2026",Games,Games,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/e0/3b/33/e03b3359-114b-0ef3-78b9-7dbb3f6a4374/AppIcon-0-0-1x_U007epad-0-1-85-220.png/100x100bb.png,https://apps.apple.com/us/app/ea-college-football-mobile-27/id6759412341?uo=2,top_free,43,US,2026-08-07,https://itunes.apple.com/us/rss/topfreeapplications/limit=100/genre=6014/json
6779167923,Colony Flow!,ABI GLOBAL LTD.,"June 13, 2026",Games,Games,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/dd/97/bb/dd97bb80-e254-2e6a-a175-98ac6107529d/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,https://apps.apple.com/us/app/colony-flow/id6779167923?uo=2,top_free,44,US,2026-08-07,https://itunes.apple.com/us/rss/topfreeapplications/limit=100/genre=6014/json
553834731,Candy Crush Saga,King,"November 14, 2012",Games,Games,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/08/78/ab/0878ab16-dd84-7d83-48e8-0af4e8b2c657/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,https://apps.apple.com/us/app/candy-crush-saga/id553834731?uo=2,top_free,45,US,2026-08-07,https://itunes.apple.com/us/rss/topfreeapplications/limit=100/genre=6014/json
6757154335,Cube Land Puzzle Game,Rotatelab,"January 18, 2026",Games,Games,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/49/22/13/4922139a-c837-1f9c-924f-aff8ea673fbd/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,https://apps.apple.com/us/app/cube-land-puzzle-game/id6757154335?uo=2,top_free,46,US,2026-08-07,https://itunes.apple.com/us/rss/topfreeapplications/limit=100/genre=6014/json
6449094229,Match Factory!,Peak Games,"November 1, 2023",Games,Games,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/2e/e8/db/2ee8db15-2aaa-cbdf-8eba-690904d134ff/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,https://apps.apple.com/us/app/match-factory/id6449094229?uo=2,top_free,47,US,2026-08-07,https://itunes.apple.com/us/rss/topfreeapplications/limit=100/genre=6014/json
543186831,8 Ball Pool™,Miniclip.com,"February 27, 2013",Games,Games,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/24/3d/52/243d5254-14b1-70ac-ff13-2643fcc50336/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,https://apps.apple.com/us/app/8-ball-pool/id543186831?uo=2,top_free,48,US,2026-08-07,https://itunes.apple.com/us/rss/topfreeapplications/limit=100/genre=6014/json
6780891673,Royal Smash! - Physics Puzzle,Cypher Games,"June 30, 2026",Games,Games,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/a6/90/98/a69098f2-1c95-76be-4c15-5a29d4defc09/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,https://apps.apple.com/us/app/royal-smash-physics-puzzle/id6780891673?uo=2,top_free,49,US,2026-08-07,https://itunes.apple.com/us/rss/topfreeapplications/limit=100/genre=6014/json
1193508329,Sudoku.com - Number Games,Easybrain Ltd,"March 30, 2017",Games,Games,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/5e/4c/4f/5e4c4f34-7a0f-1e1e-6a3a-320577cd22ec/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,https://apps.apple.com/us/app/sudoku-com-number-games/id1193508329?uo=2,top_free,50,US,2026-08-07,https://itunes.apple.com/us/rss/topfreeapplications/limit=100/genre=6014/json
6503697761,Playtest Pro by BestPlay,Bestplay Systems,"July 1, 2024",Games,Games,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/e0/cc/48/e0cc4868-7aa0-3aa1-db8e-59371eaa4c34/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,https://apps.apple.com/us/app/playtest-pro-by-bestplay/id6503697761?uo=2,top_free,51,US,2026-08-07,https://itunes.apple.com/us/rss/topfreeapplications/limit=100/genre=6014/json
6756185760,Search It - Hidden Objects,LEAP BILISIM TEKNOLOJILERI VE YAZILIM TICARET ANONIM SIRKETI,"December 29, 2025",Games,Games,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/44/3c/e1/443ce13e-05d1-ff6d-9ab7-965b758e6afc/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,https://apps.apple.com/us/app/search-it-hidden-objects/id6756185760?uo=2,top_free,52,US,2026-08-07,https://itunes.apple.com/us/rss/topfreeapplications/limit=100/genre=6014/json
1389111413,Hole.io,Voodoo,"June 23, 2018",Games,Games,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/8b/bb/2b/8bbb2b36-a908-82d6-681d-95b422e9e256/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,https://apps.apple.com/us/app/hole-io/id1389111413?uo=2,top_free,53,US,2026-08-07,https://itunes.apple.com/us/rss/topfreeapplications/limit=100/genre=6014/json
6751794501,Cash Avalanche:Casino Slot,"RELLGO, INC.","November 11, 2025",Games,Games,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/ea/6e/7a/ea6e7adc-631e-9b29-345c-a23c4a01bf40/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,https://apps.apple.com/us/app/cash-avalanche-casino-slot/id6751794501?uo=2,top_free,54,US,2026-08-07,https://itunes.apple.com/us/rss/topfreeapplications/limit=100/genre=6014/json
6446197181,Glow Fashion Idol,Crazy Labs,"May 22, 2024",Games,Games,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/21/da/c8/21dac817-cf68-6d2c-11f6-4a72fc9fd0cc/AppIcon-1x_U007emarketing-0-8-0-85-220-0.png/100x100bb.png,https://apps.apple.com/us/app/glow-fashion-idol/id6446197181?uo=2,top_free,55,US,2026-08-07,https://itunes.apple.com/us/rss/topfreeapplications/limit=100/genre=6014/json
6482849843,Goods Puzzle: Sort Challenge,FALCON GAMES,"April 11, 2024",Games,Games,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/bf/87/dc/bf87dcf9-6383-5f89-9f0d-fececc133cf5/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,https://apps.apple.com/us/app/goods-puzzle-sort-challenge/id6482849843?uo=2,top_free,56,US,2026-08-07,https://itunes.apple.com/us/rss/topfreeapplications/limit=100/genre=6014/json
6739069151,Crossword Go!,PlaySimple Games Pte Ltd,"December 10, 2024",Games,Games,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/4f/49/ae/4f49aeb8-881c-4cf7-4948-c851ae85b92b/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,https://apps.apple.com/us/app/crossword-go/id6739069151?uo=2,top_free,57,US,2026-08-07,https://itunes.apple.com/us/rss/topfreeapplications/limit=100/genre=6014/json
1423046460,Paper.io 2,Voodoo,"August 8, 2018",Games,Games,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/9a/5a/27/9a5a271c-34ec-a489-35f0-45316bcf65af/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,https://apps.apple.com/us/app/paper-io-2/id1423046460?uo=2,top_free,58,US,2026-08-07,https://itunes.apple.com/us/rss/topfreeapplications/limit=100/genre=6014/json
880047117,Angry Birds 2,Rovio Entertainment Oyj,"July 29, 2015",Games,Games,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/fc/35/45/fc3545e0-93fe-8b0b-71d7-e80f35a2b940/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.png,https://apps.apple.com/us/app/angry-birds-2/id880047117?uo=2,top_free,59,US,2026-08-07,https://itunes.apple.com/us/rss/topfreeapplications/limit=100/genre=6014/json
